id,companyName,companies_ID,meanBonus,meanHourly,medianBonus,medianHourly,reportLink,year,meanHourlyPT,medianHourlyPT,meanHourlyTemp,medianHourlyTemp,perBonusFemale,perBonusMale,perBIKFemale,perBIKMale,pb1Female,pb1Male,pb2Female,pb2Male,pb3Female,pb3Male,pb4Female,pb4Male,perEmployeesFemale,perEmployeesMale,comment
1080,Sulzer Pumps,652,94.68,10.94,87.25,4.57,https://www.sulzer.com/-/media/files/about-us/investors/governance/sulzer_gender_pay_gap_spirl_2023.pdf,2023,NULL,NULL,NULL,NULL,8.9,7.9,NULL,NULL,25,75,18.84,81.16,10.29,89.71,11.76,88.24,NULL,NULL,NULL
1081,Woodies,678,-0.21,4.21,2.28,-2.58,https://issuu.com/woodiesdiy/docs/23687_gender_pay_gap_report_2023_v2,2023,-7.31,-2.8,-19.81,-8.12,83.01,76.23,15.75,12.79,48.94,51.06,40.96,59.04,57.45,42.55,46.81,53.19,NULL,NULL,NULL
1082,Eddie Rocket's,679,NULL,-3.34,NULL,4.54,https://www.eddierockets.ie/wp-content/uploads/2022/12/ER154_1222-Eddie-Rockets-Gender-Pay-Gap-2022-v2.pdf,2022,2.03,4.54,NULL,NULL,NULL,NULL,NULL,NULL,64.6,35.4,13.8,86.2,34.5,66.5,30,70,49.75,50.25,NULL
1083,New Look,680,71.1,14.9,90.2,0.5,https://www.newlookgroup.com/~/media/Files/N/New-Look-Retailers/corporate-governance/GPG%20New%20Look%20ROI%202022.pdf,2022,0.6,1,5.6,-10.7,28.8,23.8,2.75,4.8,95.3,4.7,95.4,4.6,93.1,6.9,92,8,94,6,NULL
1084,New Look,680,76.5,39.1,92.82,13.9,https://www.newlookgroup.com/~/media/Files/N/New-Look-Retailers/corporate-governance/GPG%20New%20Look%20ROI%202022.pdf,2023,5.4,-3.5,NULL,NULL,16,25,6,25,98,2,99,1,100,0,94,6,98,2,No male employees on temporary contracts during the reporting period.
1086,ITX Retail Ireland,751,26.2,5.8,7.4,-0.4,https://static.zara.net/static/pdfs/IE/gender-pay-gap-report/gender-pay-gap-report-20230223.pdf,2022,-0.7,-0.4,2.7,1.2,64,60.9,100,100,78.9,21.1,76.7,23.3,81.3,18.7,75.8,24.2,NULL,NULL,NULL
1087,Lufthansa Technik Turbine Shannon,682,29,17,31,20,https://www.ltts.ie/wp-content/themes/ltts/approvals/LTTS_Gender_Pay_Gap_Report.pdf,2023,NULL,NULL,NULL,NULL,7,6,76,89,17,83,21,79,3,97,7,93,12,88,NULL
1088,Lufthansa Technik Turbine Shannon,682,-6,10,0,16,https://web.archive.org/web/20230127183322/https://www.ltts.ie/wp-content/themes/ltts/approvals/LTTS_Gender_Pay_Gap_Report.pdf,2022,NULL,NULL,NULL,NULL,79,89,73,92,12,88,21,79,1,99,9,91,11,89,NULL
1089,Pettitt's SuperValu,683,40.4,1.4,0,1.6,https://drive.google.com/file/d/1kGRJ_fEKHsNXLmpVtVUFHcK7kXZskkOX/view,2023,-5.5,-1.1,3.9,2.6,82,81,2,4,59,41,58,42,56,44,58,42,58,42,NULL
1090,Pettitt's SuperValu,683,25.5,1.12,-43.61,-5.49,https://drive.google.com/file/d/15ExIbTstZwBlJyeyXsT2cNEFkZiM04te/view,2022,-6.77,-6.98,-21.72,-32.83,16.16,19.18,0.08,4.42,61.93,38.07,59.94,40.06,58.34,41.66,65.5,34.5,59,41,NULL
1091,Galco Group,178,NULL,-18.8,NULL,-25.5,https://galco.ie/wp-content/uploads/2024/02/Gender-Pay-Gap-Report-2023.pdf,2023,NULL,NULL,NULL,NULL,0,0.4,0,1.1,5.4,94.6,1.4,98.6,5.4,94.6,14.9,85.1,6.8,93.2,NULL
1092,L'Oreal,252,41,31,43,28,https://www.loreal.com/-/media/project/loreal/brand-sites/corp/master/lcorp/7-local-country-folder/uk/documents/2023/13853macloreal-corp-commsirish-gender-pay-gap-report-2023.pdf?rev=f3c62cbcba3a4882a9182f8e400a24b3,2023,-8.6,-13,-28,-10,33,45,99,100,89,11,91,9,91,9,75,25,86,14,NULL
1093,Woodies,678,44.23,12.51,6.84,-0.4,https://web.archive.org/web/20230807033516/https://www.woodies.ie/corporate-information,2022,-5.73,-1.66,-1.08,-2.11,79.52,77.1,13.69,13.74,52.27,47.73,43.97,55.79,58.58,41.69,47.47,52.53,NULL,NULL,NULL
1094,National Maternity Hospital,625,NULL,18.98,NULL,-25.34,https://www.nmh.ie/_fileupload/final-gender-pay-gap-report-2023.pdf,2023,16.15,-53.27,21.04,-20.81,NULL,NULL,NULL,NULL,83.48,16.52,78.84,21.16,90.43,9.57,82.61,17.39,82.15,17.85,The NMH does not pay bonuses or BIK
1095,National Co-operative Farm Relief Services Limited (FRS Network),293,30.51,-14.6,63.87,-12.4,https://www.frsnetwork.ie/gender-pay-gap-report-2023/,2023,-12,-10,NULL,NULL,2.76,2.81,0.69,2.67,20,80,12,88,9,91,30,70,NULL,NULL,NULL
1096,Rotunda Hospital,637,NULL,26.82,NULL,8.17,https://rotunda.ie/rotunda-pdfs/reports/Gender%20Pay%20Gap%20Report%202024.pdf?_t=1707839904,2023,36.96,-9.79,43.09,24.58,NULL,NULL,NULL,NULL,85.95,14.05,86.23,13.77,91.83,8.17,76.07,23.93,NULL,NULL,NULL
1097,Indeed Ireland Operations Ltd,220,40.96,20.86,32.95,16.43,https://d341ezm4iqaae0.cloudfront.net/assets/2023/12/04181022/IE-Gender-Pay-Gap-Report-2023.pdf,2023,15.94,31.1,-9.58,0,99.51,99.69,98.21,97.34,60.1,39.9,51.4,48.6,44.1,55.9,40.3,59.7,49,51,NULL
1098,ISS Facility Services Ireland,232,29.6,14,43.6,9.5,https://brand.issworld.com/m/30d9800541b04794/original/Ireland-Gender-Pay-Gap-Report-2023.pdf,2023,NULL,NULL,NULL,NULL,2.3,6.2,NULL,NULL,81,19,71,29,57,43,47,53,NULL,NULL,"No figures given for BIK, part-time or contract employees. "
1099,JJ Rhatigan,590,80,37.41,0,35.81,https://www.jjrhatigan.com/wp-content/uploads/2024/02/JJ-Rhatigan-Gender-Pay-Gap-Report-2023-FP.pdf,2023,NULL,NULL,NULL,NULL,12,88,6,94,24,76,17,83,10,90,3,97,14,86,No figures given for part-time or temporary employees.
1100,SSP Ireland,642,10.5,3.2,0,-0.8,https://www.foodtravelexperts.com/media/y1jnw44r/ireland-gender-pay-gap-report-2023.pdf,2023,-1.8,-1.4,0,-0.2,4.5,3.3,0,0.6,48.9,51.1,45.3,54.7,48.3,51.7,46.8,53.2,NULL,NULL,NULL
1101,City of Dublin Education and Training Board,684,NULL,-7.72,NULL,-15.88,https://www.cityofdublinetb.ie/media/City-of-Dublin-ETB-Gender-pay-gap-statement-2023.pdf,2023,-0.89,-0.28,NULL,NULL,NULL,NULL,NULL,NULL,50.76,49.24,50.58,49.42,49.87,50.13,49.22,50.78,64.63,35.37,Dublin City ETB does not pay bonuses or BIK. No figures reported for temporary employees.
1102,Entain,685,-33,-2.2,5.9,-2.4,https://www.entaingroup.com/media/ztrfmuma/entain-roi-gender-pay-gap-2022-final.pdf,2022,NULL,NULL,NULL,NULL,43.2,36.2,NULL,NULL,66,34,59,41,56,44,63,37,NULL,NULL,Part-time and temporary employees not mentioned or reported on.
1103,Entain,685,18.3,1.7,4.6,0.1,https://www.entaingroup.com/media/521bkhow/entain-roi-gender-pay-gap-2023.pdf,2023,-5.5,-5.1,NULL,NULL,75.5,79.2,5.4,4.8,63,37,66,34,60,40,67,33,NULL,NULL,NULL
1104,Circet,686,14,3.4,19.3,15.4,https://www.circet.ie/medias/ireland-uk/Gender_Pay_Report_Circet_Ireland___UK_Combined-_December_2022.pdf,2022,NULL,NULL,NULL,NULL,56.1,33.5,NULL,NULL,33,67,8,92,7,93,16,84,NULL,NULL,NULL
1105,Beauparc Panda Waste,687,-36,-7.6,23.9,1.6,https://beauparc.ie/wp-content/uploads/2023/07/Beauparc-GPR.pdf,2022,-15.2,4.9,NULL,NULL,NULL,NULL,NULL,NULL,14,86,16,84,8,92,21,79,NULL,NULL,NULL
1106,Insomnia,587,61.8,20.34,15.2,0.82,https://paygap.ie/reportArchives/2022/insomnia.pdf,2022,-0.4,-0.3,NULL,NULL,22,31,NULL,NULL,78,22,82,18,86,14,71,29,NULL,NULL,NULL
1107,Capita,688,30.45,11.24,0.15,1.59,https://www.capita.com/sites/g/files/nginej291/files/2022-12/Gender%20%26%20Ethnicity%20Pay%20Gap%20Report%202022.pdf,2022,13.77,-0.72,-2.94,-9.12,51.96,56.86,0,0.2,60.98,39.02,54.7,45.3,59.93,40.07,46.88,53.13,55.61,44.39,NULL
1108,Harvey Norman,689,44.32,16.6,45.66,6.03,https://hnie-assets.s3.eu-west-1.amazonaws.com/Harvey+Norman+Ireland+Gender+Pay+Gap+Report+2022.pdf,2022,0,3.63,4.65,3.63,60,61.26,8.62,6.81,33,67,40,60,43,57,38,62,NULL,NULL,NULL
1109,Keelings Logistics,690,-469.74,-12.6,-886.7,-9,https://www.keelings.com/keelings-gender-pay-gap-report/,2022,-13.52,-1.84,NULL,NULL,5.97,1.31,16.42,11.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Quartiles not calculated correctly so cannot be displayed. No temporary employees during reporting period. 
1110,Keelings Farms,691,74.26,3,37.23,-0.34,https://www.keelings.com/keelings-gender-pay-gap-report/,2022,NULL,NULL,0.4,-0.54,5.76,10.33,0,16.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Quartiles not calculated correctly so cannot be displayed. No part-time employees in the reporting period.
1111,Keelings Retail,692,59.07,11.6,30.81,3.56,https://www.keelings.com/keelings-gender-pay-gap-report/,2022,-3.02,8.65,4.26,0.52,13.17,13.23,5.76,5.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Quartiles not calculated correctly so cannot be displayed.
1112,Keelings Logistics,690,-6.4,0.8,24.7,0.3,https://www.keelings.com/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-2023-Individual.pdf,2023,-5.8,0.1,NULL,NULL,33,42.8,5.8,11.1,16,84,16.5,83.5,13,87,17.5,82.5,NULL,NULL,NULL
1113,Keelings Farms,691,81,4.8,30.6,0.2,https://www.keelings.com/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-2023-Individual.pdf,2023,NULL,NULL,1.5,0,3.4,9,0,0.4,35.9,64.1,37.1,62.9,39.9,60.1,30.6,69.4,NULL,NULL,No part-time employees.
1114,Keelings Retail,692,56.1,10.5,36,6.6,https://www.keelings.com/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-2023-Individual.pdf,2023,-6.4,-2.6,2.3,0.8,16.1,19,5.6,4.5,51.4,48.6,49.8,50.2,39.1,60.9,39.4,60.6,NULL,NULL,NULL
1115,LinkedIn,693,20,13.5,34.6,16.2,https://www.linkedin.com/,2022,NULL,NULL,28.3,31.7,72,79,97.7,96.5,62,38,56,44,51,49,46,54,NULL,NULL,LinkedIn Ireland has zero part-time employees during the reporting period.
1116,Dromoland Castle,694,NULL,8.33,NULL,4.58,https://www.dromoland.ie/wp-content/uploads/2023/01/Gender-Pay-Gap-2022-002.pdf,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,52,53,47,44,56,37,63,NULL,NULL,"No figures provided for bonus gap, BIK, temporary or part-time employees"
1117,Chanelle Pharma,695,17,25.5,-80,22.05,https://chanellepharma.com/wp-content/uploads/2023/05/Chanelle-Pharma-GPGR-2022-FINAL.pdf,2022,NULL,NULL,NULL,NULL,42.5,57.5,36.2,63.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40.7,59.3,"Quartiles reported incorrectly, so cannot be displayed. No figures reported for temporary or part-time employees"
1118,Chanelle Pharma,695,3,20,NULL,19,https://chanellepharma.com/wp-content/uploads/2023/12/FB743-Pay-Gap-Report_V5.pdf,2023,NULL,NULL,NULL,NULL,12,14,35,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,59,"Median bonus gap not reported. Quartiles calculated incorrectly, so cannot be displayed. No data reported for temporary or part-time employees."
1119,Dominos,696,14.7,-6.9,9.8,-20.2,https://investors.dominos.co.uk/sites/default/files/attachments/pdf/dpg-and-sheermans-2022-gender-pay-gap-report.pdf,2022,NULL,NULL,NULL,NULL,89.7,95.3,NULL,NULL,21.5,78.5,18.1,81.9,26.5,73.5,32.4,67.6,NULL,NULL,Dominos reports UK & Ireland data together. 
1120,Capita,688,37.9,13.7,1.84,1.56,https://www.capita.com/sites/g/files/nginej291/files/2023-12/Pay_Gap_Report_2023.pdf,2023,26.39,0.81,-0.58,5.41,45.2,41.26,0,0,59.34,40.66,65.33,34.67,69.34,30.66,49.27,50.73,60.82,39.18,NULL
1121,St John of God Hospital,639,NULL,3.09,NULL,-17.64,https://stjohnofgodhospital.ie/wp-content/uploads/2024/03/SJOG-Hospital-Clg_GPG-Report-30-June-23.pdf,2023,-35.86,-45,4.64,-10.61,NULL,NULL,NULL,NULL,57,43,79,21,88,12,75,35,75,25,No bonus or benefit in kind (BIK) schemes currently apply in SJOG Hospital.
1122,Standard Life,647,36,14,7,-6,https://www.standardlife.ie/dam/Global-blueprint/Geo-IE/Standardlife_IE/IE-PDFs/gender-pay-gap-report.pdf,2023,32,30,NULL,NULL,88,89,NULL,NULL,52,48,46,54,65,35,39,61,50.36,49.64,NULL
1123,Standard Life Assets & Employee Services,648,5,7,26,-8,https://www.standardlife.ie/dam/Global-blueprint/Geo-IE/Standardlife_IE/IE-PDFs/gender-pay-gap-report.pdf,2023,30,30,NULL,NULL,87,89,NULL,NULL,52,48,43,57,68,32,42,58,51.6,48.4,NULL
1124,Adare Manor,697,101,10.23,47,3.85,https://adaremanor2pro.wpenginepowered.com/wp-content/uploads/2024/01/Gender-Pay-Gap-Report-2023-Adare-Manor_-1.pdf,2023,0.01,0,NULL,NULL,3.67,5.92,3.11,5.92,46.5,53.5,52.02,47.98,43.43,56.57,36.55,63.45,NULL,NULL,NULL
1125,The K Club,698,74.53,9.25,40,1.22,https://www.kclub.ie/cmsFiles/the_k_club_gender_pay_report_updated.pdf,2023,0.97,-0.31,-3.85,-7.04,3.13,2.73,0,0.34,45.08,54.92,43.51,56.49,52.27,47.73,32.58,67.42,43.33,56.67,NULL
1126,Mount Juliet Estate,699,54,9,32,-0.5,https://www.mountjuliet.ie/wp-content/uploads/2024/01/Mount-Juliet-Estate-Gender-Pay-Gap-Report-2023.pdf,2023,-1,-4.2,3,4.2,NULL,NULL,NULL,NULL,45,55,45,55,61,39,35,65,NULL,NULL,Figures for percentage of employees paid bonus or BIK not given.
1127,Mount Juliet Estate,699,57,9,31,-3,https://www.mountjuliet.ie/wp-content/uploads/2022/12/Mount-Juliet-Estate-Gender-Pay-Gap-Report-2022.pdf,2022,-14,-5,2,3,2,4,NULL,NULL,50,50,42,58,68,32,36,64,NULL,NULL,NULL
1128,InterContinental Hotel,700,-43.51,1.7,58.33,0.2,https://www.mhlhotelcollection.com/files/hotel/downloads/Gender_Pay_Gap_Report_-_InterCon.pdf,2022,-8.71,1,-5.39,-1,5.51,2.9,0,0,56,44,51,49,50,50,49,51,NULL,NULL,NULL
1129,The Galmont Hotel,701,69.23,15.49,-33.33,14.22,https://www.mhlhotelcollection.com/files/hotel/downloads/Gender_Pay_Gap_Report_-_Galmont.pdf,2022,12.34,14.52,-23.43,-10.47,2.68,4.76,0,0,50,50,68,32,73,27,45,55,NULL,NULL,NULL
1130,Powerscourt Hotel,702,41.14,12.89,54.25,14.92,https://www.mhlhotelcollection.com/files/hotel/downloads/Gender_Pay_Gap_Report_-_Powerscourt.pdf,2022,22.37,25.32,NULL,NULL,4.9,3.1,1.27,0.81,70,30,54.29,45.71,50,50,50,50,NULL,NULL,NULL
1131,Castleknock Hotel,703,56,14,20,3,https://www.castleknockhotel.com/cmsFiles/castleknock_hotel_-_gender_pay_report_2023.pdf,2023,7,2,NULL,NULL,3.6,5.2,0,1,57,43,59,41,53,48,44,56,53,47,NULL
1132,Castleknock Hotel,703,-14,13,-248,1,https://www.castleknockhotel.com/cmsFiles/castleknock_hotel_-_gender_pay_report_2022.pdf,2022,5,1,NULL,NULL,2.3,6.3,0,0.7,62,38,53,47,50,50,54,46,55.2,44.8,NULL
1133,Dole Ireland,704,56,18,33,3,https://doleireland.com/uploads/general/Gender-Pay-Gap-Report_2024_1.pdf,2023,NULL,NULL,NULL,NULL,79,72,NULL,NULL,26,74,32,68,33,67,21,79,NULL,NULL,No figures given for part-time or temporary employees. No figures given for BIK.
1134,Dole Ireland,704,60,14,9,2,https://doleireland.com/uploads/general/gender-pay-gap-report_1-1.pdf,2022,NULL,NULL,NULL,NULL,73,68,NULL,NULL,34,66,27,73,37,63,19,81,NULL,NULL,No figures given for temporary or part-time employees. No figures given for BIK.
1135,Castlemartyr Resort,705,NULL,12.73,NULL,2.75,https://www.castlemartyrresort.ie/wp-content/uploads/2023/07/Gender-Pay-Gap-Report-2022-CMR.pdf,2022,-2.83,-1.28,0,0,NULL,NULL,2.21,3.45,61.29,38.71,60,40,46.67,53.33,35.71,64.29,NULL,NULL,No bonus payments awarded in 2022.
1136,RelateCare,706,5.26,2.58,22.28,0.22,https://relatecare.com/wp-content/uploads/2023/06/RelateCare_REPORTS_GENDER-PAY-GAP-REPORT_2022.pdf,2022,1.11,0.1,NULL,NULL,10.41,9.09,0.97,1.36,67.3,32.7,64.56,35.44,67.09,32.91,62.03,37.97,NULL,NULL,NULL
1137,Rigneydolphin,707,39.91,2.42,80.56,1.38,https://relatecare.com/wp-content/uploads/2023/06/RelateCare_REPORTS_GENDER-PAY-GAP-REPORT_2022.pdf,2022,-1.33,0.61,NULL,NULL,6.1,2.02,1.22,0,77.01,22.99,77.01,22.99,65.12,34.88,65.12,34.88,NULL,NULL,NULL
1138,Dublin City University,708,NULL,8.18,NULL,10.71,https://www.dcu.ie/gender-pay-gap-report-2023,2023,14.3,29.67,1.9,-2.68,NULL,NULL,NULL,NULL,58.02,41.98,66.74,33.26,48.79,51.21,50.29,49.71,57.8,42.2,NULL
1139,Dublin City University,708,NULL,10.45,NULL,12.24,https://www.dcu.ie/gender-pay-gap-report-2022,2022,17.99,-12.76,9.09,-2.74,NULL,NULL,NULL,NULL,55.63,44.37,65.65,34.35,47.37,52.63,50.33,49.67,55.49,44.51,NULL
1140,AtkinsRéalis,709,30,19.1,76.6,21.5,https://www.atkinsrealis.com/~/media/Files/A/atkinsrealis/download-centre/en/report/gender-pay-gap-report-ireland.pdf,2023,-10.8,-13,NULL,NULL,53,54.1,4.5,9.1,26,74,27,73,15,85,7,93,21,79,NULL
1141,LetsGetChecked,710,22.4,27.45,25.93,0.53,https://assets.ctfassets.net/lnbo4srla2av/2dQDkpvqelZlomY1yyMiVZ/f2ed012e85592cc121cdddf6e2b6f67a/Irish_Gender_Pay_Gap_Report.pdf,2022,-67.01,-66.6,-0.38,-1.97,0.56,3.82,20.11,25.95,45,55,51,49,44,56,22,78,40.59,59.41,NULL
1142,Leonardo Hotels,711,59.4,12.9,2.4,2,https://www.leonardohotels.co.uk/files/pdfs/gpg_2023_ire_narrative_v2_final.pdf,2023,-5.6,0.2,NULL,NULL,22.1,20.3,1.9,1.3,61.5,38.5,65.9,34.1,49.5,50.5,56,44,58.2,41.8,NULL
1143,Leonardo Hotels,711,66.1,15.9,44.4,1,https://www.leonardohotels.co.uk/files/pdfs/leonardo_hotels_uk_and_ireland_gender_pay_gap_2022.pdf,2022,-5.2,0.3,NULL,NULL,16.8,16.7,2.2,1.6,58.4,41.6,67.5,32.5,57.1,42.9,53.2,46.8,59.4,40.6,NULL
1144,Rochestown Park Hotel,712,18.87,10.32,-125.07,-0.5,https://www.rochestownpark.com/cmsFiles/gender_pay_gap_report_rochestown_park_hotel_december_2022_.pdf,2022,13.1,-7.47,NULL,NULL,4.17,9.59,NULL,NULL,50.63,49.37,55.13,44.87,62.03,37.97,46.15,53.85,NULL,NULL,No temporary employees during the reference period. The hotel does not pay any BIK.
1145,Rochestown Park Hotel,712,19.33,10.88,-255,1.24,https://www.rochestownpark.com/cmsFiles/gender_pay_gap_report_rph_december_2023.pdf,2023,-0.45,-0.1,NULL,NULL,3.92,10,NULL,NULL,51.35,48.65,58.9,41.1,56.16,43.84,42.47,57.53,NULL,NULL,No temporary employees during the reference period. The hotel does not pay any BIK.
1146,Slieve Russell Hotel,713,44.65,9.23,6.69,0,https://www.slieverussell.ie/wp-content/uploads/2023/02/Slieve-Russell-Hotel-Gender-Pay-Gap-Report-2022.pdf,2022,-0.14,1.51,NULL,NULL,4.08,5.1,0,0,64.66,35.34,62.63,27.27,48.57,51.43,44.74,55.26,62.07,37.93,Combined figure reported for temporary and part-time employees.
1147,Carton House,714,92.2,9.5,96,4.7,https://www.cartonhouse.com/uploads/documents/GeneralDocuments/Carton_House_Gender_Pay_Gap_Report_2022.pdf,2022,-1.8,-0.3,NULL,NULL,18,1.1,3.6,3.4,50,50,49,51,42,58,36,64,44,56,Combined figure reported for temporary and part-time staff
1148,Carton House,714,-78.9,7.1,96.2,0.6,https://www.cartonhouse.com/uploads/documents/GeneralDocuments/Carton_House_Gender_Pay_Gap_Report_2023__.pdf,2023,-1.8,-0.1,NULL,NULL,31.6,6.9,4.4,5,35,65,49,51,45,55,37,63,42,58,Combined figure for temporary & part-time staff reported.
1149,Castlemartyr Resort,705,61.04,8.06,33.33,4,https://www.castlemartyrresort.ie/wp-content/uploads/2024/03/Gender-Pay-Gap-Report-2023-CMR-004.pdf,2023,-3.27,0,0,0,6.67,12.41,0.67,3.65,50,50,46.67,53.33,30,70,40,60,NULL,NULL,NULL
1150,UPMC Ireland (all entities),715,45.7,19.3,9.6,7,https://imws.azureedge.net/-/media/project/upmc/ireland/documents/news/2023/upmc-gender-pay-gap-report-2022.pdf?rev=6f08f5b847c6486b904f8621838a54bd&hash=E7C43FEA2CCD4D3F47190736DF18C7B4,2022,-19.7,-51.6,17.4,0.6,2,4.6,1.3,2.5,77,23,80,20,83,17,67,33,77,23,NULL
1151,UPMC Whitfield Hospital,716,41.2,17.5,57.1,4.2,https://imws.azureedge.net/-/media/project/upmc/ireland/documents/news/2023/upmc-gender-pay-gap-report-2022.pdf?rev=6f08f5b847c6486b904f8621838a54bd&hash=E7C43FEA2CCD4D3F47190736DF18C7B4,2022,-32.4,-64.3,24,-8.2,2.1,4.2,2.1,4.2,75,25,72,28,77,23,67,33,73,27,NULL
1152,UPMC Aut Even Hospital,717,0,3.2,0,-0.3,https://imws.azureedge.net/-/media/project/upmc/ireland/documents/news/2023/upmc-gender-pay-gap-report-2022.pdf?rev=6f08f5b847c6486b904f8621838a54bd&hash=E7C43FEA2CCD4D3F47190736DF18C7B4,2022,-27.6,-47.6,-23.4,21.2,0,0,0.8,0,81,19,87,13,89,11,77,23,83,17,NULL
1153,UPMC Kildare Hospital,718,0,-14.5,0,-44.1,https://imws.azureedge.net/-/media/project/upmc/ireland/documents/news/2023/upmc-gender-pay-gap-report-2022.pdf?rev=6f08f5b847c6486b904f8621838a54bd&hash=E7C43FEA2CCD4D3F47190736DF18C7B4,2022,-10.8,-50.7,1.6,8.1,0,0,0,0,80,20,86,14,97,3,89,11,88,12,NULL
1154,UPMC Ireland (all entities),715,65,19.5,-32,8.3,https://imws.azureedge.net/-/media/project/upmc/ireland/documents/news/2023/gender-pay-gap-2023.pdf?rev=f6b05ab822ba4c91bd4f419100624428&hash=5F559FEFA34235DC245E116DAE48E8BA,2023,20.4,2.7,15.1,0,2,5,1,2,79,21,69,31,77,23,65,35,72,28,NULL
1155,Mitie,719,0,19,0,8,https://mitie.ie/wp-content/uploads/2024/01/Mitie-ROI-Gender-Pay-Report-2023.pdf,2023,NULL,NULL,NULL,NULL,5,9,7,2,75,25,80,20,46,54,34,66,58,42,NULL
1156,Mitie,719,48,22,-49,10,https://mitie.ie/wp-content/uploads/2023/01/Mitie-ROI-Pay-Gap-Report-2022.pdf,2022,2,10,NULL,NULL,4,9,2,8,79,21,79,21,48,52,34,66,61,39,NULL
1157,Pieta,720,NULL,3.83,NULL,-5.97,https://www.pieta.ie/f/63481/x/2d69e5641e/gender-pay-gap-info-pieta-2023.pdf,2022,6.86,5.5,-9.51,-9.51,NULL,NULL,NULL,NULL,84,16,63,37,85,15,75,25,81,19,NULL
1158,PVH Ireland,721,-15,0.5,15.7,0.9,https://www.pvh.com/-/media/Files/pvh/footer/Ireland-Gender-Pay-Gap-Report.pdf,2023,5.6,6.4,NULL,NULL,45,41,4.5,6.1,63,38,61,39,63,38,60,40,NULL,NULL,NULL
1159,Tallaght University Hospital,722,NULL,15,NULL,1,https://www.tuh.ie/About-us/TUH-Gender-Pay-Gap-Report.pdf,2022,3,-3,19,22,NULL,NULL,NULL,NULL,72,28,79,21,82,18,68,32,75,25,NULL
1160,Tallaght University Hospital,722,NULL,17,NULL,0,https://www.tuh.ie/About-us/TUH-Gender-Pay-Gap-Report-2023.pdf,2023,12,-10,19,22,NULL,NULL,NULL,NULL,69,31,80,20,81,19,67,33,74.5,25.5,NULL
1161,Beaumont Hospital,723,NULL,22,NULL,4,http://www.beaumont.ie/media/GenderPayGapReport20221.pdf,2022,18,0,18,22,NULL,NULL,NULL,NULL,73,27,75,25,81,19,61,39,72,28,Neither bonus payments nor benefits in kind are applicable to within Beaumont Hospital.
1162,Beaumont Hospital,723,NULL,20,NULL,2,http://www.beaumont.ie/media/GenderPayGapReport20231.pdf,2023,16,-17,15,18,NULL,NULL,NULL,NULL,70,30,76,24,80,20,63,37,72,28,Neither bonus payments nor benefits in kind are applicable to within Beaumont Hospital.
1163,Donegal Education and Training Board,724,NULL,10.53,NULL,15.91,https://drive.google.com/file/d/1FxQtE6iKbQ66HXpf8KcPWUb_8OQiZa0g/view,2022,0.22,3.86,NULL,NULL,NULL,NULL,NULL,NULL,78.51,21.49,72.57,27.43,69.71,30.29,68,32,NULL,NULL,NULL
1164,DPD,725,28,2,0,1,https://www.dpd.ie/Portals/0/Gender_Pay_Gap_Document2023%283%29.pdf,2023,-8.5,0,NULL,NULL,82,77,0,0,34,66,27,73,25,75,26,74,28,72,NULL
1165,FMI,726,-14,-18.7,-80,-1.5,https://fmi.ie/wp-content/uploads/2023/11/FMI-GENDER-PAY-GAP-2023.pdf,2023,-2,-3,13,-3,33,44,NULL,NULL,60,40,64,36,59,41,69,31,NULL,NULL,NULL
1166,Flextronics International,727,55,34,0,22,https://flex.com/downloads/ireland-gender-pay-gap-report,2023,NULL,NULL,NULL,NULL,95,97,29,56,31,69,0,100,33,67,0,100,NULL,NULL,NULL
1167,Xilinx (AMD),728,18.3,9.9,27.6,14.4,https://www.amd.com/content/dam/amd/en/documents/corporate/cr/2023-gendergap-report-ireland.pdf,2023,NULL,NULL,NULL,NULL,93.51,86.62,90.91,83.64,24,76,29,71,20,80,16,84,22,78,NULL
1168,National Rehabilitation Hospital,729,NULL,-8.29,NULL,-3.39,https://www.nrh.ie/wp-content/uploads/2024/03/Final-NRH-Gender-Pay-Gap-Report-2022-01.24.pdf,2022,-42.07,-29.53,NULL,NULL,NULL,NULL,NULL,NULL,76.34,23.66,88.17,11.83,84.95,15.05,87.1,12.9,NULL,NULL,NULL
1169,Xilinx (AMD),728,16.9,13.3,23.8,13.4,https://www.amd.com/content/dam/amd/en/documents/corporate/cr/2022-ireland-gendergap-report.pdf,2022,NULL,NULL,NULL,NULL,89.61,94.07,85.71,89.83,37,63,27,73,18,82,16,84,25,75,No data given for part-time or temporary employees
1170,Winthrop Technologies,730,42,22,33,37,https://web.archive.org/web/20240331195217/https://winthrop.ie/gpg-report/,2022,NULL,NULL,NULL,NULL,69,52,9,10,31,69,12,88,5,95,6,94,NULL,NULL,No data given for part-time or temporary employees
