year,meanBonus,meanHourly,medianBonus,medianHourly,meanHourlyPT,medianHourlyPT,meanHourlyTemp,medianHourlyTemp,perBonusFemale,perBonusMale,perBIKFemale,perBIKMale
2023,25.2,4.8,8,7.1,-19,13.7,34.3,22.7,32.9,27.6,0.5,1
2023,NULL,-4.69,NULL,-13.64,-11.29,-7.99,-11.63,-7.99,NULL,NULL,NULL,NULL
2023,NULL,-0.52,NULL,-2.72,-17.78,-8.96,6.96,25.44,NULL,NULL,NULL,NULL
2023,14.76,0.32,-3.35,4.74,-5.88,5.69,-2.12,-6.02,79.96,73.53,20.59,20.92
2023,20.5,10.2,-4.2,2.9,53.2,30,4.3,-0.1,86.9,88.4,100,100
2023,-96,5.9,-18,7.15,17.97,17.81,-41.86,-41.86,71,71,26,12
2023,40,16.2,1.2,13.4,-81.6,-90.9,-2,1.1,34.6,30.5,100,100
2023,NULL,5.46,NULL,-3.22,2.59,-3.13,20.24,32.17,NULL,NULL,NULL,NULL
2023,54.5,26.3,29.2,22.5,-50.9,-30.8,-3.1,-31.3,94.6,87.1,95.2,88.8
2023,NULL,4.97,NULL,0,9.6,25.73,-3.39,-1.41,NULL,NULL,NULL,NULL
2023,NULL,-3.91,NULL,-16.05,-6.75,-2.46,24.38,4.86,NULL,NULL,NULL,NULL
2023,-5.5,7,0,2.8,2.5,1.7,0.7,-0.9,3.3,3.4,26.4,27.7
2023,NULL,-3.02,NULL,-16.7,-14.48,-9.84,26.82,25.28,NULL,NULL,NULL,NULL
2023,-48.61,4.95,-21.83,4.57,NULL,NULL,NULL,NULL,45.45,36.19,4.55,5.24
2023,70.6,35.8,11.2,4.8,-6.4,9.4,NULL,NULL,90.4,87.8,91.2,95.3
2023,NULL,11.09,NULL,25.81,-79.31,-68.14,-17.82,-16.05,NULL,NULL,2,4
2023,55,56,64,26,12,7,1,1,64,52,58,54
2023,20,12.6,6.1,12.4,NULL,NULL,NULL,NULL,82.7,80.6,94.5,92.9
2023,NULL,9.99,NULL,10.6,13.9,2.88,7.12,9.69,NULL,NULL,0.13,0.4
2023,NULL,-1.99,NULL,-8.96,-2.55,-2.78,15.25,6.67,NULL,NULL,NULL,NULL
2023,47.7,13.7,25.5,0.3,-155.4,-87.7,-0.2,0.5,85,84,54,50
2023,51.2,33.7,30.8,25.3,17.4,3.3,NULL,NULL,90.9,90.3,10.5,25.7
2022,55.69,37.14,33.41,56.92,27.23,0.97,NULL,NULL,85.93,86.05,9.1,32.56
2022,25.38,10.96,9.9,3.02,-2.48,0.84,NULL,NULL,85.37,83.64,6.18,5.57
2023,73.6,26.7,27.6,9.1,8.5,-3.8,NULL,NULL,79.6,86,19.8,16.4
2023,36.3,14.3,12.1,6.4,-8.1,-4.5,NULL,NULL,87.7,88.6,6.2,6.7
2023,NULL,6.56,NULL,-0.31,-11.26,-5.48,-32,-50.72,NULL,NULL,NULL,NULL
2023,36.7,20.6,0,23.8,25.6,33.6,29.5,35.6,82,87,100,100
2023,8.8,13.8,22.3,18.7,NULL,NULL,NULL,NULL,97.9,98,86.5,91.8
2023,54.51,13.16,50,12.44,NULL,NULL,NULL,NULL,19.84,80.16,NULL,NULL
2023,NULL,24.14,NULL,0.08,7.79,-31.52,NULL,NULL,NULL,NULL,0.07,1.34
2023,41.7,14.5,20.9,10,NULL,NULL,15.2,27.8,99.3,99.8,100,100
2023,1.6,3,3,7.8,NULL,NULL,NULL,NULL,89.8,87.9,91.6,91.8
2023,41.6,5.6,-17.3,1.8,0.4,1.5,NULL,NULL,2.2,4.2,0.8,2.8
2023,NULL,-3.01,NULL,-13.84,-14.82,-12.88,33.47,34.27,NULL,NULL,NULL,NULL
2023,12.28,9.65,8.15,12.62,-9.55,-24.45,21.96,41.67,95.1,96.1,100,100
2023,40.8,4.1,0,-0.6,-4.4,-1.1,0,0,48,39,0.2,1.6
2023,-5.6,-10,-5.5,-19.3,-50.3,-19.5,-3.5,-4.5,89.2,94.2,12,9
2023,35.1,12,16,9.6,4.8,6.5,2.3,1.6,88.8,90.3,1,2
2023,14.5,38.4,14.4,41.4,42.3,57.2,28.3,60,NULL,NULL,NULL,NULL
2023,NULL,1.58,NULL,-3.67,-13.31,-14.17,4.46,4.41,NULL,NULL,NULL,NULL
2023,19,17.2,24.3,13.5,6.5,-59,0.4,5.7,35.5,38.3,28.7,45.1
2023,37.3,12.8,9.3,5.2,1.3,22.4,9,0,99.4,98.3,91,88.6
2023,5.29,-2.05,0,-2.08,NULL,NULL,NULL,NULL,18.66,18.35,10.09,11.82
2023,NULL,-4.18,NULL,-11.43,-16.42,-16.93,-28.29,-31.91,NULL,NULL,NULL,NULL
2023,NULL,16.34,NULL,16.91,NULL,NULL,-9.84,-5.73,NULL,NULL,NULL,NULL
2023,NULL,10.15,NULL,13.79,NULL,NULL,4.7,8.68,NULL,NULL,NULL,NULL
2023,NULL,-2,NULL,-11,4,-11,10,10,NULL,NULL,NULL,NULL
2023,24.3,16.5,39.4,16.8,-4.9,-6.9,24.3,39.4,99.7,99.4,100,100
2023,52.37,23.74,34.52,21.9,-14.6,-15.86,-18.29,-62.05,76,69,84,79
2023,48,16.3,NULL,9.2,-26.6,-55.5,4.5,3.9,14.6,7.1,57.5,49.5
2023,0,19,NULL,0,-8,-18,NULL,NULL,NULL,NULL,NULL,NULL
2023,8.6,10.5,-5.8,8.3,NULL,NULL,NULL,NULL,92.9,93.4,91.1,93
2023,51,25,0,29,NULL,NULL,NULL,NULL,100,100,13,57
2023,49.6,30.3,36.2,31.4,13.7,26.7,28.5,0.3,91.5,93.3,91.5,93.9
2023,6.4,1.6,-7.3,-7.8,39.8,57.9,-0.4,-0.3,56,56.8,96.6,95.8
2023,22.6,15.5,-6.6,5.9,NULL,NULL,2.7,0,77.1,82.6,85.9,90.6
2023,NULL,20.47,NULL,25.33,6.12,7.18,26.06,2.32,NULL,NULL,NULL,NULL
2023,15.64,5.7,17.1,5.4,12.4,8.8,22.5,16.2,79.07,87.97,11.63,18.91
2023,NULL,2,NULL,0,1.8,0,NULL,NULL,NULL,NULL,NULL,NULL
2023,22.8,19.7,16.9,26,10.9,23.8,36.3,43.4,2.5,7.5,NULL,NULL
2023,NULL,8.41,NULL,5.94,10.46,20.32,10.8,39.86,NULL,NULL,NULL,NULL
2023,45.5,26.1,44.3,31,NULL,NULL,NULL,NULL,94,87.6,58.2,56.9
2023,19.4,8.9,-5.1,5.6,-137.1,-194.3,-2.5,-8.1,87,91.1,84.8,88.9
2023,3,29,14,30,NULL,NULL,NULL,NULL,47,53,NULL,NULL
2023,11.5,12.2,33.3,10,NULL,NULL,NULL,NULL,93.8,85.2,36.6,82
2023,NULL,1.91,NULL,-6.15,-14.42,-16.86,-5.99,0,NULL,NULL,NULL,NULL
2023,33,2,1,0,0,0,0,-1,62,56,12,13
2023,NULL,0.1,NULL,-9.1,-2.9,-0.5,5,4.9,NULL,NULL,68,56
2023,-6.17,9.94,12.5,12.78,1.48,3.23,-26.15,4.09,6.7,8.7,2,5
2023,NULL,-9.92,NULL,-18.51,-27.14,-27.92,-28.72,-22.74,NULL,NULL,6.26,11.85
2023,52.3,24.4,44.6,24.4,21.3,8.5,-1.2,16.2,69.4,78.3,68.9,65.9
2023,-49.5,-18.1,10.1,0.8,NULL,NULL,NULL,NULL,99,99,100,100
2023,17.4,12.1,15.6,11.8,-7.2,-4.4,6.7,5.8,90.8,93.7,87.8,85.8
2023,-32.4,4.8,0,13.7,-13,-6.1,10.7,4.8,84.6,83.5,21,13
2023,35.2,8.68,16.56,4.05,0.44,-11.81,-84.46,-84.46,96.64,96.43,8.4,10.71
2023,2.3,6,9.9,7.4,-19.9,-1.5,-12.6,-13.7,91.5,97.2,86.8,80.2
2023,NULL,11,NULL,18,3,1,0.1,2,NULL,NULL,NULL,NULL
2023,NULL,12.68,NULL,15.05,5.68,0,19.84,18.68,NULL,NULL,NULL,NULL
2023,47.54,8.78,14.31,4.37,1.38,2.12,6.75,0.6,71.37,67.61,6.17,6.41
2023,-37.61,4.24,0,8.15,-45.15,-59.34,4.31,11.78,80.43,82.56,5.07,4.42
2023,NULL,1.88,NULL,-1.16,-8.4,-2.44,5.41,1.84,NULL,NULL,0.05,0.03
2023,-2.9,2.6,-2.3,-0.6,NULL,NULL,NULL,NULL,95.8,94.5,100,100
2023,NULL,-4.8,NULL,-16.6,-11.81,-2.99,-10.38,-44.52,NULL,NULL,0,0.12
2023,4.5,5.1,8.1,-0.4,-2.8,-0.9,NULL,NULL,20.9,18.9,8.6,6.8
2023,30.7,32.3,23.8,40.7,1.1,-0.4,31.5,25,NULL,NULL,100,100
2023,NULL,16.23,NULL,16.52,NULL,NULL,2.78,1.89,NULL,NULL,0,0.53
2023,15.2,8,1.2,0.4,NULL,NULL,-0.8,-9,91.9,88.6,82.9,78.4
2023,NULL,4,NULL,2,-6,-6,5,3,NULL,NULL,NULL,NULL
2023,36.1,31,0,47.4,-26.4,-19.9,-51.6,-25.9,71.6,59,NULL,NULL
2023,89.7,29.7,0,5.3,-9.1,0.9,-9.1,15,89.4,90.7,5.9,9.7
2023,69.3,38.2,72.4,60.7,36.6,31.7,34.3,34.3,78.4,79,NULL,NULL
2023,38.7,43.3,0,44.3,35.7,18.2,-1.8,0,75,77.3,1.2,10.6
2023,36.9,20.5,37.4,25.2,-49.1,-76,-151.9,-74,86,92.2,46.5,65.4
2023,NULL,14.78,NULL,12.04,33.68,27.72,10.8,9.57,NULL,NULL,NULL,NULL
2023,NULL,9.36,NULL,7.32,6.16,5.62,1.97,-1.16,NULL,NULL,0.1,0.29
2023,NULL,11.5,NULL,11,10,2,13,20,NULL,NULL,NULL,NULL
2023,19,11,5.5,4,NULL,NULL,-8,-9,93,87,71,58
2023,34.3,2.75,38.28,-6.47,6.38,-46.23,22.12,22.12,74.1,67.08,8.63,28.31
2023,-16.94,17.38,-20.84,27.15,23.72,50.44,20.52,18.51,59.46,54.65,89.19,83.87
2023,47,8.3,16.6,7.6,-15.2,-6.8,18.4,26.7,93,95,69,78
2023,34,21,20,20,51,50,28,0,89,90,96,95
2023,23.7,5.1,16.8,12.6,-21.6,-11.3,1.7,-40.2,94,95,95,96
2023,NULL,2.09,NULL,-4.92,-5.43,16.28,-1.48,-12.73,NULL,NULL,0.58,1.46
2023,NULL,-1.61,NULL,-10.64,-9.81,-2.38,-8.03,-4.93,NULL,NULL,NULL,NULL
2023,NULL,-0.51,NULL,-10.04,2.38,15.7,24.56,11.93,NULL,NULL,NULL,NULL
2023,NULL,-5.23,NULL,-5.77,-1.9,18.34,-8.17,-1.22,NULL,NULL,0,1.03
2023,1.3,-6.6,0,-6.8,-10.2,-10.5,-20.7,0,89.2,88.3,86,77
2023,28.8,8.15,-35.4,1.6,-2.5,-35.4,NULL,NULL,78,86,30,30
2023,51,9.1,15,2,NULL,NULL,NULL,NULL,26,15,95,97
2023,28,24,15,30,45,55,2,-5,100,100,88,94
2023,12.89,10.2,14.1,14.1,NULL,NULL,NULL,NULL,68.89,67.74,77.22,75.27
2023,32.6,20.4,16.2,16.1,NULL,NULL,31.8,9.1,96.2,95.6,95.7,95
2023,13.1,13.2,7.5,9.7,NULL,NULL,NULL,NULL,82.1,79.3,93.8,88.8
2023,-51,5,-34,16,-63,7,2,23,73,77,36,29
2023,15.7,10.2,5.9,7.5,-30.2,-26,8.2,2.2,81.9,79.1,84,82.2
2023,41.79,13.9,0,1.58,-5.51,-3.07,25.76,26.03,38.45,40.06,1.71,0.06
2023,66,52,46,31,NULL,NULL,NULL,NULL,86,92,86,93
2023,14.7,21.5,31.3,23.7,NULL,NULL,NULL,NULL,96.8,97.6,100,100
2023,-3.9,12.49,0,2.56,2.15,1.24,-14.47,-24.38,9.7,7.8,16.1,21.5
2023,32.08,19.72,27.84,16.2,-8,-7.53,7.04,1.72,85.98,88.14,69.6,78.42
2023,68,39.8,25,16.1,30.5,30.8,19.2,-0.7,96.8,92.3,96,96.2
2023,NULL,4.86,NULL,3.87,-10.5,-6.51,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,3.1,NULL,-9.6,-6.47,-21.57,-2.07,-1.25,NULL,NULL,NULL,NULL
2023,58.68,8.15,63.77,0.46,0.85,0.78,NULL,NULL,21,15,4.1,3
2023,46,21.5,29.1,18.4,NULL,NULL,NULL,NULL,79.1,77.2,96.9,95.7
2023,7.3,-7.2,4.8,-5.6,17.1,9,-6.7,-10,93,94.1,91.1,94.5
2023,1,5,0,6,NULL,NULL,NULL,NULL,77,80,NULL,NULL
2023,15.9,11.4,-23.8,-1.1,NULL,NULL,NULL,NULL,92,94.2,99.2,99.4
2023,-29.26,-10.15,-14,-14.57,-14.57,-23.23,55.65,61.55,38.59,37.09,10.37,7.69
2023,24.3,19.5,15.3,23.6,NULL,NULL,42.6,43.7,88,90,90,77
2023,26,11,26,16,NULL,NULL,-6,-14,86,86,98,98
2023,5.58,-14.34,0,-11.77,-39.89,-66.77,-81.78,-84.48,86.72,60.88,100,100
2023,NULL,10.86,NULL,11.78,11.01,-4.7,-8.03,-4.47,NULL,NULL,NULL,NULL
2023,40,17,24,21,8,12,NULL,NULL,100,98,56,61
2023,68.7,19.7,-29.4,6.7,0.4,0,4.8,0,6.7,9.2,NULL,NULL
2023,65.3,10.6,6.9,-1.1,-5.2,-3.1,35.8,33.9,83,77,100,100
2023,95,12.9,8.3,-3.7,-6.7,-1.2,NULL,NULL,7.2,11.8,55.6,42.9
2023,26.9,8.3,11.1,0.5,-31.4,-2.5,0.2,8.6,91.6,92.5,93.4,85.4
2023,59.4,23.9,38.3,6.9,-50.9,-53.3,0.5,0.3,69.8,58,35.3,42.8
2023,9,18,8,27,NULL,NULL,20,20,98,98,91,93
2023,NULL,6,NULL,4,4,11,NULL,NULL,NULL,NULL,NULL,NULL
2023,44.87,9.94,4.92,1.11,NULL,NULL,7.69,2.36,90.4,87.6,86.5,84.2
2023,-81.72,-0.96,0,6.32,0.93,0.93,100,100,100,100,NULL,NULL
2023,40,19,29,17,NULL,NULL,NULL,NULL,94,94,92,92
2023,37.6,20.4,48.6,25.3,NULL,NULL,NULL,NULL,97.9,97.4,100,100
2023,3.1,7.9,5.9,11.6,-67.9,-67.9,NULL,NULL,78.4,84.2,59.5,66.7
2023,31.98,8.8,16.12,13.07,NULL,NULL,NULL,NULL,92.71,91.39,83.68,88.28
2023,74.95,11.89,5.78,6.69,-91.17,-86.71,29.7,-28.33,86.86,77.63,77.71,72.81
2023,72.5,33.1,62.8,9,-7.3,0.1,17.5,6.6,50,59,14,24
2023,13.88,8.73,0,8.72,12,-40,NULL,NULL,47.65,48.05,35,24.25
2023,37.03,18.46,0,24.56,20.04,15.26,16.32,37.12,85.78,83.33,31.25,26.54
2023,21.1,5.3,14.3,1.1,-7.9,-2.7,2.1,0.5,91.8,88.9,NULL,NULL
2023,11.5,6.2,7,4.2,-59.2,-66.4,NULL,NULL,77,79,93,97
2023,NULL,4.95,NULL,4.89,-14.68,-16.75,NULL,NULL,NULL,NULL,NULL,NULL
2023,51,32,59,30,NULL,NULL,0,-31,74,77,80,84
2023,0,-9,-27,-1,-16,2,NULL,NULL,84,80,26,27
2023,NULL,-20.88,NULL,-19.16,-2.51,-58.06,-0.33,0,NULL,NULL,NULL,NULL
2023,50,45,6,4,32,-22,-27,-71,76.28,26.76,NULL,NULL
2023,82,49,54,23,-29,23,-52,23,69,69,69,75
2023,-29.1,-10.6,-161.1,-13,21.8,35.4,16.9,21.3,73.2,84.6,27.4,14.9
2023,9.3,6.8,-6.1,6.3,NULL,NULL,-2.2,-1.2,93.3,94.5,77.5,79.7
2023,NULL,2.52,NULL,-1.5,-11.38,-4.86,1.58,2.1,NULL,NULL,NULL,NULL
2023,NULL,9.7,NULL,9.7,18.2,13.4,-4.3,-6.6,NULL,NULL,NULL,NULL
2023,NULL,10.7,NULL,10.3,1.8,1.6,-13.1,-0.8,NULL,NULL,NULL,NULL
2023,NULL,8.8,NULL,11,9.4,8.5,2.8,2.8,NULL,NULL,0.37,0.52
2023,32.3,19.9,33.3,18,NULL,NULL,NULL,NULL,90.8,92.4,96.9,98.4
2023,55.7,31.1,39.6,19.5,63.4,67,25.6,0.2,89,91.6,32.7,44.4
2023,52,30,35,34,NULL,NULL,NULL,NULL,86,90,97,96
2022,NULL,23.01,NULL,4.35,57.57,43.5,18.69,26.24,NULL,NULL,NULL,NULL
2023,-43.9,11.9,-165.2,16.8,13.7,33.4,NULL,NULL,31,64,1,1
2023,41.4,21.3,30.8,24.8,-20.9,-22.1,-0.4,-0.2,46.5,58.2,91.4,85.2
2023,17,10,3,4,-33,-7,-8,-21,88,88,99,99
2023,-16.1,4.1,1.9,14.2,-91.9,-71.7,-11.5,-3,83.7,88.8,87.1,93.6
2023,3.9,1.6,-2,-5.5,-8.5,12.5,15.6,15.2,55,52,3,3.8
2023,16.1,10.73,9.72,2.73,NULL,NULL,NULL,NULL,94.57,94.7,100,100
2023,40,5.4,18,3.7,NULL,NULL,NULL,NULL,88,88,NULL,NULL
2023,23.4,18,9.4,13.9,NULL,NULL,18.2,-0.6,81.3,83.9,92.3,94.4
2023,24.2,18.6,8,14.2,NULL,NULL,18.6,-0.1,80.4,83.6,91.9,94.3
2023,62.4,26.6,41.2,16,30.6,44.3,-10.9,-8.8,89.8,85.8,11.5,14.4
2023,NULL,18.54,NULL,-2.37,59.53,50.34,3.92,16.54,NULL,NULL,NULL,NULL
2023,NULL,8.2,NULL,3.5,-0.6,-9.8,1.6,0.6,NULL,NULL,NULL,NULL
2023,14.4,11.6,9.5,7.9,13.4,3.4,-6.3,1.7,89.4,89.5,65.8,63.2
2022,34.95,38.08,4.51,20.95,3.41,3.07,-0.83,-3.03,62.82,74.73,1.11,8.6
2023,28.9,14.7,-11.3,8.9,1.5,-56.5,8,-3.4,52,62,9,14
2023,NULL,12.03,NULL,23.1,31.2,72.3,1.8,7.9,NULL,NULL,NULL,NULL
2023,15.3,4.6,18.3,1.2,1.4,0.3,NULL,NULL,10.1,15.4,2.5,3.7
2023,37,9,37,12,-35,-32,-12,-1,93,96,96,99
2023,57.1,15.2,40.2,-1.8,-5.9,-8.6,-0.6,0.5,9.6,16.5,11,18.6
2023,27,10.8,28.7,11.8,24.1,50.8,42.4,50.8,97.1,98.3,97.8,97.8
2022,NULL,4.56,NULL,2.02,9.21,14.8,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,4.32,NULL,0.97,-5.09,-0.24,NULL,NULL,NULL,NULL,NULL,NULL
2022,NULL,3.84,NULL,0.63,-5.09,-2.61,NULL,NULL,NULL,NULL,NULL,NULL
2022,NULL,0.8,NULL,8.76,-12.34,40.74,NULL,NULL,NULL,NULL,NULL,NULL
2022,NULL,-1.66,NULL,-9.2,-10.64,-16.94,0.96,-5.22,NULL,NULL,NULL,NULL
2022,30.1,17.1,46.7,25.7,-32,-52,-41.3,-16.6,39,36,93,89
2022,33,22.6,33.5,19.6,16,0.2,NULL,NULL,77,83.7,81.4,87.8
2023,32.9,21.9,41.2,2.05,-22.6,2.9,NULL,NULL,97.9,98.6,99,99.7
2022,13.51,2.83,2.96,1.45,0.33,-4.43,10.8,-0.08,86.83,82.09,0.3,0.37
2022,NULL,9.7,NULL,7.7,7.5,15.1,9.5,16.2,NULL,NULL,NULL,NULL
2023,NULL,9.6,NULL,12.6,12.5,10.1,13.4,25.9,NULL,NULL,NULL,NULL
2022,40.9,25.1,34.6,25.2,72.1,82.8,1.2,-0.8,84.6,87.4,77,74.4
2023,43.4,22.1,27,21.9,74.1,76.2,-10.8,-5.5,89.9,88,68.5,71.1
2022,26.5,14.3,17,8.8,0.8,-15,NULL,NULL,89,90,18,21
2023,17.5,11.3,1.3,-0.5,-2.2,-8,NULL,NULL,91,89,17,20
2022,71,12.8,0,-2.6,-0.1,-4.2,-4.7,-2,93.9,85.6,22.3,17.3
2022,49.13,6.74,0,-1.53,-3.54,4.58,8.58,21.1,83.9,78.7,45.51,39.91
2023,35.62,8.96,0,-3.15,18.1,-30.3,0.07,12.82,78.41,73.63,47.34,42.19
2023,12,9,-115,8,-110,-107,100,100,98,97,95,98
2022,NULL,15.15,NULL,-5.19,13.28,-34.54,12.71,-14.56,NULL,NULL,0.03,0.74
2022,63.29,27.94,36,4.41,-2.5,-3.26,4.24,0.25,85.63,80.48,0.62,2.39
2023,67.56,17.96,33.15,4.28,-12.59,-11.27,-0.64,2.04,83.27,75.84,0.65,2.23
2023,60,13.5,19.5,2,-1.7,0.2,NULL,NULL,55.3,44.7,3.8,4.4
2022,NULL,19.75,64.15,3.65,-3.83,-0.59,NULL,NULL,50.86,49.14,NULL,NULL
2022,NULL,-3.13,NULL,-7.05,-8.7,-10.09,-4.7,-12.09,NULL,NULL,NULL,NULL
2023,NULL,-3.48,-8.09,-8.099,-9.41,-14.95,-3.85,-4.87,NULL,NULL,NULL,NULL
2022,7.2,-10.2,0,-5.6,6.2,25,0.9,4.8,15.1,48.6,2.2,3.2
2023,7.3,-11.8,0,-9.8,-10.4,-22.8,9,18.2,88.1,91.2,7,17
2022,63.1,0.69,18.45,3.87,NULL,NULL,NULL,NULL,52,76,7,3
2022,NULL,3.31,NULL,-0.46,1.45,1,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,4.11,NULL,-1.04,2.5,0.06,NULL,NULL,NULL,NULL,NULL,NULL
2022,NULL,6.54,NULL,5.69,-13.88,6.5,NULL,NULL,NULL,NULL,NULL,NULL
2022,NULL,-16.89,NULL,-28.96,0,-46.3,-3.3,-7.73,NULL,NULL,NULL,NULL
2022,NULL,1.25,NULL,-1.2,-4.06,-3.41,-1.67,3.01,NULL,NULL,NULL,NULL
2022,NULL,0.7,NULL,24.53,17.8,19.36,NULL,NULL,58.6,61.3,NULL,NULL
2022,NULL,-3.34,NULL,-3.61,-19.48,-32.14,4.91,2.4,NULL,NULL,NULL,NULL
2022,0,14.72,0,13.34,NULL,NULL,NULL,NULL,100,100,84,86
2023,0,12.11,0,6.83,NULL,NULL,NULL,NULL,100,100,75,75
2022,NULL,4.95,NULL,3.15,-7.08,-0.54,NULL,NULL,NULL,NULL,NULL,NULL
2022,65,10,75,4,NULL,NULL,NULL,NULL,5,6,0,2
2022,35.06,3.45,0,-17.41,NULL,NULL,NULL,NULL,63.03,70.27,42.65,32.42
2022,6.46,8.17,-304.2,-120.17,11.8,24.5,8,14.9,8.21,12.52,0.28,1.96
2023,7,7,20,3,-0.85,-108,25,19.53,5.7,9.03,0.44,2.14
2022,8,19,-34,21,NULL,NULL,NULL,NULL,5,14,50,25
2022,31,6,11,1,-46,-44,NULL,NULL,55,56,70,59
2023,33,5,14,-4,NULL,NULL,31,42,79,87,86,76
2022,64.9,29.5,58.7,31.6,0,0,NULL,NULL,80.4,73.9,9.8,22.9
2023,24.1,37.1,-10,38.4,NULL,NULL,NULL,NULL,83.3,86.8,NULL,NULL
2022,18.6,23.3,-3.9,0,-1.9,0.6,-0.6,0,85.9,85.4,57.8,54.3
2022,66.67,1.26,66.67,-0.66,-3.29,-1.86,0,0,0.29,0.27,0.57,3.01
2022,0,-5.32,0,-15.49,-14.5,-12.78,0,0,NULL,NULL,NULL,NULL
2022,18,23.25,28,13.52,14.7,18.9,NULL,NULL,NULL,NULL,NULL,NULL
2022,37.37,4.07,-11.11,-5.69,-25.26,-46.18,0,0,57.89,58.7,12.28,8.26
2022,49,15.73,22.6,20.43,NULL,NULL,NULL,NULL,98,97,NULL,NULL
2022,33.75,-1.12,8.82,-17.64,-13.88,-5.61,NULL,NULL,48,47,44,38
2022,31.52,3.46,41.02,0,NULL,NULL,NULL,NULL,38.78,37.33,NULL,NULL
2022,NULL,8.59,NULL,4.3,18.65,-0.83,-22.31,-18.14,NULL,NULL,NULL,NULL
2022,14.2,8.3,5.3,1.4,NULL,NULL,NULL,NULL,90.3,95.1,0,2.4
2022,0,2.7,0,2.29,13.6,6.8,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,1.98,NULL,0.78,6.93,1.69,NULL,NULL,NULL,NULL,NULL,NULL
2022,9.35,7.46,-1.95,7.37,NULL,NULL,-0.48,-4.5,68,82,89.5,93.7
2022,38.75,20.4,27.49,22.93,21.29,28.46,25.21,13.34,94.12,93.3,94.12,90.91
2023,41.18,24.82,28.54,28.18,55.08,58.28,31.71,40.98,92.97,97.35,93.75,91.53
2022,11.5,14.4,22.7,10.1,-34.2,-24.1,5.9,3.1,71.7,74.7,42.1,40.9
2023,17,20.5,20,21,-11,-11,38,28,93,85,41,39
2022,48.2,22.7,20.6,0,0,0,2.8,0,100,100,100,100
2022,41,11,25,3,-4,1,2,0,34,40,10,12
2023,41.5,13.9,14.1,1.16,1.11,0.59,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,9.7,NULL,8.4,-11.7,-12.8,NULL,NULL,87,86,53,53
2022,NULL,11.3,NULL,7.6,NULL,NULL,NULL,NULL,79,77,53,53
2022,33.9,27.6,26.1,19.7,-17.5,-17.5,NULL,NULL,83,84,82,86
2023,6.7,20.5,33.3,21.9,NULL,NULL,NULL,NULL,89.9,92.9,91.1,95.4
2022,82.78,32,0,34,NULL,NULL,NULL,NULL,12.54,72.83,3.93,96.07
2022,-7.99,3.17,0,3.98,5.09,16.79,-2.46,-11.01,91.56,94.54,94.48,96.32
2022,-1.44,15.79,6.46,21.56,7.52,0.97,34.64,11.46,97.77,97.66,99.26,99.22
2022,-3.58,7.76,-10.84,12.74,-83.79,-10.3,-13.82,3.89,90.7,88.52,97.51,96.07
2022,-5.52,8.22,13.19,16.31,NULL,NULL,-8.07,-11.17,85.84,91.41,94.98,95.88
2022,18.5,-13.4,11.9,-14.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022,18.5,23.6,11.9,31.6,58.6,59.1,-22.8,0,NULL,NULL,NULL,NULL
2022,29.08,9.18,-170.39,8.79,0,0,0,0,40,41,2,11
2022,67.06,26.11,-10.25,17.76,34,64,0,0,36,58,2,8
2022,57.87,6.84,71.84,8.27,100,100,0,0,64,77,3,3
2022,47.39,14.76,63.13,10.76,0,0,0,0,75,71,34,8
2022,41.82,4.04,38.34,12.29,100,100,0,0,70,83,3,11
2022,37.8,8.45,51.7,11.37,0,0,0,0,79,92,0,0
2022,NULL,-11.16,NULL,-5.7,-49.78,-1.54,NULL,NULL,NULL,NULL,NULL,NULL
2022,NULL,4.25,NULL,0.56,39.2,2.38,NULL,NULL,NULL,NULL,NULL,NULL
2022,NULL,12.54,NULL,6.97,23.2,11.32,NULL,NULL,NULL,NULL,NULL,NULL
2022,NULL,20.06,NULL,2.59,38.62,-12.73,NULL,NULL,NULL,NULL,NULL,NULL
2022,NULL,3.57,NULL,5.51,-6.31,-4.06,NULL,NULL,NULL,NULL,NULL,NULL
2022,NULL,0.82,NULL,2.17,49.2,5.53,NULL,NULL,NULL,NULL,NULL,NULL
2022,NULL,10.59,NULL,0.91,22.9,-3.2,5.6,9.26,NULL,NULL,NULL,NULL
2022,NULL,4.73,NULL,4.98,-0.09,0.02,3.64,0.01,NULL,NULL,NULL,NULL
2022,-644,7.7,-68,4.6,5.5,3.6,NULL,NULL,5,9,9,1
2022,NULL,29.8,NULL,26.3,NULL,NULL,NULL,NULL,97.2,98.3,15,85
2023,-100.33,-19.3,-100,-1.82,1.75,0.39,-38.03,0,10.83,9.92,1.26,1.53
2022,-100.33,-19.3,-100,-1.82,1.75,0.39,-38.03,0,10.83,9.92,1.26,1.53
2022,70.2,18.1,62.4,7.2,NULL,NULL,NULL,NULL,6.8,6.2,NULL,NULL
2022,30.65,27.62,5.26,36.03,0,0,-11.76,-18.16,61.4,58.3,3.5,3.3
2022,-0.3,1,0,0,NULL,NULL,NULL,NULL,20.6,14.6,NULL,NULL
